Episode,Total Storage Cost,Total Travel Cost,Total Handling Cost,Total Delay Penalty,Total Cost,Total Reward,Total Late Departure,Number of Late Departure,RL Triggers,Shipment to RL,Undelivered Requests,Wait Actions,Reassign Actions
80,153787.11666666655,186441.5898033334,87972.0,24858.85,453059.5564699999,-45975.537916666675,2306,27,9,0,0,19,7
81,153500.94999999987,184806.7624033334,87846.0,25041.4,451195.11240333325,-82712.81736666668,2419,28,10,4,0,37,7
82,148583.6666666667,186841.86539999998,88056.0,22870.4,446351.9320666664,-37824.52971666667,3412,33,10,1,0,22,4
83,150392.45000000007,184183.03627000007,88110.0,23724.550000000003,446410.03626999975,-37827.10871666666,2133,25,5,0,0,17,2
84,161139.28333333324,189252.62114333344,87918.0,28448.2,466758.1044766666,-82933.69936666665,3273,28,9,7,0,23,13
85,166383.20000000007,184971.55834666674,88230.0,35544.11666666666,475128.8750133332,-122586.21765999998,3583,22,12,16,0,48,12
86,153675.11666666667,189251.63882333343,89790.0,26651.916666666664,459368.6721566664,-118807.57941333334,3952,31,14,2,0,47,10
87,158888.9,185034.05476333344,87456.0,26866.766666666666,458245.72142999986,-71270.10473333336,3629,30,9,3,0,38,11
88,154934.86666666658,184935.20658666678,88056.0,28447.916666666664,456373.98991999985,-119941.83951333333,2992,28,12,13,0,56,14
89,175616.83333333328,185707.73671000008,88116.0,40796.19999999999,490236.7700433331,-147789.61611666667,6507,37,16,23,0,65,10
90,150458.25000000003,186056.24156666672,87954.0,23802.7,448271.1915666664,-72183.36431666664,2838,27,8,11,0,39,9
91,154064.33333333337,184274.47071000008,88404.0,27966.583333333332,454709.38737666665,-136416.49201000002,1723,24,12,2,0,43,10
92,160939.73333333334,184084.21490000008,88356.0,30404.9,463784.8482333333,-112685.56439999997,4103,28,16,10,0,57,13
93,153968.51666666658,185242.84034333343,88110.0,24829.133333333335,452150.4903433332,-65111.35551,5185,35,12,4,0,32,7
94,151644.31666666668,187668.2017633334,88056.0,25708.18333333333,453076.70176333317,-51246.52311666666,2541,27,6,0,0,25,2
95,160563.98333333328,190981.95339000007,91704.0,29426.25,472676.1867233332,-52831.73788333333,7147,28,6,0,0,7,8
96,152827.7999999999,184408.9225333334,88008.0,24715.95,449960.6725333331,-149090.49976666667,2143,27,11,2,0,51,12
97,158479.03333333335,184087.9879833334,88032.0,29159.816666666666,459758.83798333304,-115615.32638333335,3204,26,11,2,0,33,20
98,150920.8499999999,191525.05415000007,87900.0,23657.983333333334,454003.88748333324,-82096.64534999998,2108,26,9,3,0,37,7
99,165301.51666666652,186407.8971166668,88158.0,31965.683333333338,471833.09711666685,-98659.48633333335,8571,31,10,0,0,35,9
100,166872.46666666676,186103.63903000002,87648.0,35136.100000000006,475760.20569666644,-152631.0474666667,3641,28,10,8,0,56,15
